index,Age,Education,Sex,Income,Industry,Included,State,Income Decile
2764,54.0,Medium,Male,56681.39753692875,Transportation,0,Sonora,6
2765,44.0,Medium,Male,38400.0,Construction,0,Sonora,5
2766,62.0,Low,Female,76800.0,Hospitality,0,Sonora,8
2767,48.0,Low,Male,14700.0,Manufacturing,1,Sonora,2
2768,52.0,Low,Male,83520.0,Government,1,Sonora,8
2769,48.0,Low,Female,22415.704557974947,Health / Social Services,0,Sonora,3
2770,36.0,Medium,Male,90000.0,Retail,1,Sonora,8
2771,24.0,High,Male,28800.0,Hospitality,1,Sonora,4
2772,57.0,Low,Male,80640.0,Manufacturing,1,Sonora,8
2773,50.0,Low,Male,43200.0,Retail,0,Sonora,5
2774,42.0,Medium,Male,48000.0,Retail,0,Sonora,6
2775,55.0,Low,Female,31200.0,Retail,1,Sonora,4
2776,49.0,Low,Male,72000.0,Transportation,0,Sonora,8
2777,37.0,Medium,Male,38400.0,Hospitality,1,Sonora,5
2778,53.0,Medium,Male,72000.0,Retail,1,Sonora,8
2779,33.0,High,Male,38400.0,Retail,0,Sonora,5
2780,51.0,Low,Male,28800.0,Business Services,0,Sonora,4
2781,46.0,Low,Male,38000.0,Manufacturing,0,Sonora,5
2782,43.0,Medium,Female,366000.0,Construction,1,Sonora,10
2783,65.0,Medium,Male,72000.0,Government,0,Sonora,8
2784,38.0,High,Male,76225.73843260464,Retail,0,Sonora,8
2785,58.0,Medium,Male,82000.0,Finance / Insurance,0,Sonora,8
2786,64.0,High,Male,90000.0,Government,1,Sonora,8
2787,50.0,Medium,Male,226500.0,Finance / Insurance,1,Sonora,10
2788,64.0,Low,Male,226000.0,Agriculture,0,Sonora,10
2789,30.0,Low,Male,28000.0,Agriculture,1,Sonora,3
2790,55.0,Medium,Male,39200.0,Manufacturing,0,Sonora,5
2791,48.0,Medium,Male,53800.0,Agriculture,0,Sonora,6
2792,32.0,Medium,Male,36000.0,Retail,1,Sonora,5
2793,41.0,Low,Male,38400.0,Agriculture,1,Sonora,5
2794,20.0,Medium,Male,33600.0,Agriculture,0,Sonora,4
2795,43.0,Low,Male,74400.0,Manufacturing,0,Sonora,8
2796,49.0,Low,Male,30000.0,Construction,0,Sonora,4
2797,50.0,Low,Female,48000.0,Construction,1,Sonora,6
2798,63.0,Low,Male,24000.0,Agriculture,0,Sonora,3
2799,49.0,Medium,Male,30000.0,Agriculture,1,Sonora,4
2800,49.0,Low,Male,15000.0,Manufacturing,0,Sonora,2
2801,30.0,Low,Male,15000.0,Other Services (Not Government),0,Sonora,2
2802,64.0,Low,Male,48000.0,Agriculture,0,Sonora,6
2803,52.0,Low,Female,61920.0,Agriculture,0,Sonora,7
2804,46.0,High,Male,67200.0,Other Services (Not Government),1,Sonora,7
2805,32.0,Medium,Male,4100.0,Agriculture,1,Sonora,1
2806,63.0,Low,Male,34920.0,Other Services (Not Government),0,Sonora,4
2807,56.0,Low,Male,10080.0,Agriculture,0,Sonora,1
2808,54.0,Low,Male,5000.0,Agriculture,0,Sonora,1
2809,51.0,Low,Female,20000.0,Construction,0,Sonora,2
2810,42.0,Medium,Male,8220.0,Education,0,Sonora,1
2811,40.0,Medium,Male,36000.0,Construction,1,Sonora,5
2812,48.0,Low,Male,20160.0,Agriculture,0,Sonora,2
2813,59.0,Low,Male,36960.0,Construction,0,Sonora,5
2814,44.0,Low,Male,5760.0,Construction,1,Sonora,1
2815,43.0,Medium,Male,38880.0,Manufacturing,0,Sonora,5
2816,53.0,Low,Female,16800.0,Agriculture,0,Sonora,2
2817,63.0,Low,Male,17280.0,Agriculture,0,Sonora,2
2818,58.0,Low,Male,37440.0,Agriculture,0,Sonora,5
2819,62.0,Low,Female,57600.0,Agriculture,0,Sonora,7
2820,54.0,Low,Male,9600.0,Agriculture,1,Sonora,1
2821,39.0,Medium,Male,81000.0,Education,0,Sonora,8
2822,64.0,Low,Male,19200.0,Agriculture,1,Sonora,2
2823,39.0,Medium,Male,53280.0,Manufacturing,1,Sonora,6
2824,35.0,Medium,Female,26880.0,Agriculture,0,Sonora,3
2825,38.0,Medium,Female,21120.0,Agriculture,1,Sonora,3
2826,33.0,Low,Male,17280.0,Agriculture,0,Sonora,2
2827,40.0,Low,Female,15600.0,Other Services (Not Government),0,Sonora,2
2828,35.0,Medium,Male,43200.0,Construction,0,Sonora,5
2829,63.0,Low,Male,13430.0,Other Services (Not Government),1,Sonora,2
2830,29.0,Medium,Female,28800.0,Other Services (Not Government),0,Sonora,4
2831,63.0,Low,Female,30800.0,Other Services (Not Government),0,Sonora,4
2832,58.0,Low,Male,126600.0,Agriculture,0,Sonora,9
2833,43.0,Medium,Male,24000.0,Construction,1,Sonora,3
2834,40.0,Low,Male,33600.0,Construction,0,Sonora,4
2835,47.0,Medium,Male,48000.0,Construction,1,Sonora,6
2836,39.0,Low,Female,25600.0,Construction,0,Sonora,3
2837,31.0,Low,Male,28800.0,Construction,0,Sonora,4
2838,26.0,Low,Male,24000.0,Construction,0,Sonora,3
2839,33.0,Medium,Female,24000.0,Other Services (Not Government),0,Sonora,3
2840,62.0,Low,Female,84000.0,Other Services (Not Government),0,Sonora,8
2841,57.0,Low,Male,72000.0,Construction,0,Sonora,8
2842,55.0,Medium,Male,24000.0,Agriculture,0,Sonora,3
2843,47.0,Medium,Male,49440.0,Construction,0,Sonora,6
2844,42.0,Low,Male,24000.0,Construction,0,Sonora,3
2845,31.0,Medium,Male,24000.0,Retail,0,Sonora,3
2846,44.0,Low,Female,48000.0,Construction,0,Sonora,6
2847,34.0,Medium,Male,21600.0,Agriculture,0,Sonora,3
2848,49.0,Medium,Male,127200.0,Other,1,Sonora,9
2849,41.0,Medium,Female,24000.0,Construction,0,Sonora,3
2850,42.0,Low,Male,31200.0,Construction,0,Sonora,4
2851,42.0,Low,Male,24000.0,Construction,0,Sonora,3
2852,44.0,Low,Male,28800.0,Construction,0,Sonora,4
2853,42.0,Low,Male,112800.0,Construction,0,Sonora,9
2854,50.0,Low,Male,72000.0,Construction,0,Sonora,8
2855,52.0,Low,Male,63600.0,Construction,0,Sonora,7
2856,54.0,Low,Female,24000.0,Agriculture,0,Sonora,3
2857,64.0,Low,Male,19295.23795047053,Other,1,Sonora,2
2858,34.0,Low,Male,57600.0,Manufacturing,0,Sonora,7
2859,46.0,Medium,Male,21600.0,Construction,0,Sonora,3
2860,41.0,Low,Female,40000.0,Hospitality,0,Sonora,5
2861,55.0,Low,Female,75000.0,Manufacturing,1,Sonora,8
2862,38.0,Medium,Male,43750.07299605994,Other,1,Sonora,5
2863,56.0,Low,Male,48000.0,Manufacturing,0,Sonora,6
2864,50.0,Low,Male,28800.0,Construction,0,Sonora,4
2865,49.0,Medium,Male,45000.0,Construction,1,Sonora,5
2866,63.0,Medium,Male,14400.0,Business Services,0,Sonora,2
2867,48.0,Low,Male,110400.0,Mining,0,Sonora,9
2868,56.0,Medium,Male,73684.36197494992,Other Services (Not Government),1,Sonora,8
2869,45.0,Low,Female,55125.72124264765,Agriculture,1,Sonora,6
2870,51.0,Low,Male,18000.0,Manufacturing,1,Sonora,2
2871,57.0,Low,Male,36094.64724444769,Manufacturing,1,Sonora,5
2872,42.0,Low,Male,76800.0,Construction,0,Sonora,8
2873,31.0,Medium,Male,48000.0,Construction,1,Sonora,6
2874,33.0,Low,Male,24000.0,Manufacturing,0,Sonora,3
2875,33.0,Low,Male,81000.0,Construction,1,Sonora,8
2876,27.0,Low,Male,38400.0,Retail,0,Sonora,5
2877,43.0,Low,Male,88800.0,Construction,0,Sonora,8
2878,47.0,Medium,Female,57600.0,Construction,0,Sonora,7
2879,42.0,Medium,Male,84000.0,Construction,0,Sonora,8
2880,36.0,Low,Female,43200.0,Construction,0,Sonora,5
2881,27.0,Medium,Male,38400.0,Agriculture,0,Sonora,5
2882,30.0,Medium,Male,24000.0,Business Services,1,Sonora,3
2883,28.0,Low,Male,60000.0,Construction,0,Sonora,7
2884,33.0,Low,Male,5600.0,Construction,0,Sonora,1
2885,46.0,Medium,Male,73400.0,Government,1,Sonora,8
2886,50.0,Low,Male,113900.0,Retail,0,Sonora,9
2887,47.0,Medium,Female,19200.0,Agriculture,0,Sonora,2
2888,58.0,Low,Male,30000.0,Agriculture,1,Sonora,4
2889,56.0,Low,Male,65100.0,Health / Social Services,1,Sonora,7
2890,50.0,High,Male,258000.0,Education,1,Sonora,10
2891,44.0,Low,Female,13680.0,Agriculture,1,Sonora,2
2892,27.0,Medium,Male,6000.0,Agriculture,1,Sonora,1
2893,57.0,Low,Male,8800.0,Agriculture,0,Sonora,1
2894,39.0,Low,Male,26880.0,Agriculture,1,Sonora,3
2895,46.0,Medium,Male,18500.0,Agriculture,1,Sonora,2
2896,37.0,Low,Male,57600.0,Other,0,Sonora,7
2897,60.0,Low,Male,57600.0,Agriculture,1,Sonora,7
2898,42.0,Medium,Male,28000.0,Manufacturing,1,Sonora,3
2899,49.0,Medium,Male,37960.0,Agriculture,1,Sonora,5
2900,52.0,Low,Male,15120.0,Manufacturing,1,Sonora,2
2901,41.0,Low,Male,11760.0,Agriculture,1,Sonora,1
2902,31.0,Medium,Male,68600.0,Retail,1,Sonora,7
2903,55.0,Low,Female,9000.0,Agriculture,0,Sonora,1
2904,42.0,Medium,Male,161681.37364573198,Construction,1,Sonora,10
2905,42.0,Medium,Male,161681.37364573198,Construction,1,Sonora,10
2906,42.0,Medium,Male,161681.37364573198,Construction,1,Sonora,10
2907,42.0,Medium,Male,161681.37364573198,Construction,1,Sonora,10
2908,38.0,Low,Male,24000.0,Hospitality,0,Sonora,3
2909,54.0,Medium,Male,3920.0,Information / Communications,1,Sonora,1
2910,46.0,Low,Male,33600.0,Agriculture,1,Sonora,4
2911,43.0,Low,Female,23520.0,Agriculture,1,Sonora,3
2912,45.0,Low,Male,100600.0,Agriculture,1,Sonora,9
2913,50.0,Medium,Male,10000.0,Other Services (Not Government),1,Sonora,1
2914,48.0,Low,Male,40000.0,Agriculture,0,Sonora,5
2915,37.0,Medium,Male,59040.0,Other Services (Not Government),1,Sonora,7
2916,26.0,Low,Male,21000.0,Agriculture,1,Sonora,3
2917,47.0,Low,Male,36600.0,Agriculture,1,Sonora,5
2918,30.0,Low,Female,1500.0,Agriculture,0,Sonora,1
2919,29.0,Low,Male,22200.0,Agriculture,0,Sonora,3
2920,52.0,Low,Female,30600.0,Agriculture,0,Sonora,4
2921,22.0,Low,Female,24000.0,Agriculture,0,Sonora,3
2922,40.0,Low,Male,24000.0,Agriculture,0,Sonora,3
2923,41.0,Low,Male,60480.0,Agriculture,0,Sonora,7
2924,43.0,Medium,Male,76800.0,Agriculture,0,Sonora,8
2925,36.0,Low,Male,24000.0,Agriculture,0,Sonora,3
2926,32.0,Medium,Male,38400.0,Agriculture,1,Sonora,5
2927,33.0,Medium,Male,25920.0,Agriculture,1,Sonora,3
2928,42.0,Medium,Male,57600.0,Agriculture,1,Sonora,7
2929,26.0,Low,Male,21991.66130249203,Agriculture,1,Sonora,3
2930,33.0,Low,Male,40200.0,Agriculture,0,Sonora,5
2931,39.0,Low,Male,5000.0,Agriculture,1,Sonora,1
2932,39.0,Medium,Male,76533.5959292871,Agriculture,1,Sonora,8
2933,42.0,High,Male,80271.1644036096,Agriculture,1,Sonora,8
2934,50.0,Low,Male,28000.0,Agriculture,0,Sonora,3
2935,47.0,Low,Male,8000.0,Hospitality,0,Sonora,1
2936,55.0,Low,Male,24000.0,Agriculture,0,Sonora,3
2937,32.0,Medium,Male,24000.0,Agriculture,0,Sonora,3
2938,41.0,Low,Male,45000.0,Agriculture,1,Sonora,5
2939,54.0,Medium,Female,36000.0,Mining,0,Sonora,5
2940,53.0,Low,Male,80000.0,Agriculture,1,Sonora,8
2941,59.0,Low,Male,9600.0,Agriculture,1,Sonora,1
2942,47.0,Low,Male,39000.0,Construction,0,Sonora,5
2943,44.0,Low,Male,12000.0,Manufacturing,0,Sonora,2
2944,41.0,Low,Male,36000.0,Agriculture,1,Sonora,5
2945,50.0,Low,Male,6200.0,Agriculture,0,Sonora,1
2946,37.0,Medium,Male,24000.0,Agriculture,0,Sonora,3
2947,45.0,Low,Male,22000.0,Agriculture,1,Sonora,3
2948,47.0,Low,Female,48000.0,Agriculture,0,Sonora,6
2949,60.0,Low,Male,48000.0,Agriculture,0,Sonora,6
2950,37.0,Low,Male,40800.0,Agriculture,0,Sonora,5
2951,47.0,Low,Male,30213.814995170265,Agriculture,0,Sonora,4
2952,44.0,Low,Male,24000.0,Agriculture,0,Sonora,3
2953,59.0,Low,Male,30000.0,Agriculture,0,Sonora,4
2954,57.0,Low,Male,13000.0,Agriculture,0,Sonora,2
2955,43.0,Low,Male,700.0,Construction,0,Sonora,1
2956,38.0,Low,Male,48000.0,Agriculture,0,Sonora,6
2957,38.0,Low,Male,24000.0,Agriculture,1,Sonora,3
2958,59.0,Medium,Male,96000.0,Transportation,1,Coahuila,9
2959,39.0,High,Male,336000.0,Other,1,Coahuila,10
2960,59.0,High,Male,72000.0,Education,1,Coahuila,8
2961,47.0,Low,Female,135200.0,Retail,1,Coahuila,9
2962,49.0,Medium,Male,61200.0,Education,1,Coahuila,7
2963,34.0,Low,Male,118000.0,Other,1,Coahuila,9
2964,61.0,High,Male,44000.0,Retail,0,Coahuila,5
2965,50.0,Low,Female,48000.0,Hospitality,1,Coahuila,6
2966,57.0,High,Male,477000.0,Utilities,1,Coahuila,10
2967,45.0,Medium,Male,300000.0,Hospitality,1,Coahuila,10
2968,61.0,Low,Female,31000.0,Manufacturing,0,Coahuila,4
2969,65.0,Low,Male,192800.0,Professional / Scientific,1,Coahuila,10
2970,51.0,Medium,Female,86000.0,Health / Social Services,1,Coahuila,8
2971,64.0,Low,Male,44000.0,Construction,0,Coahuila,5
2972,64.0,Low,Female,77600.0,Other Services (Not Government),1,Coahuila,8
2973,33.0,Low,Male,52800.0,Business Services,1,Coahuila,6
2974,39.0,Medium,Male,40000.0,Retail,0,Coahuila,5
2975,41.0,High,Male,88000.0,Transportation,1,Coahuila,8
2976,35.0,Medium,Male,40000.0,Manufacturing,0,Coahuila,5
2977,57.0,Low,Male,66000.0,Business Services,0,Coahuila,7
2978,31.0,Low,Male,25700.0,Construction,1,Coahuila,3
2979,26.0,High,Male,40000.0,Other,0,Coahuila,5
2980,42.0,Medium,Male,53800.0,Business Services,1,Coahuila,6
2981,39.0,Medium,Male,90000.0,Manufacturing,0,Coahuila,8
2982,35.0,Low,Male,54000.0,Manufacturing,1,Coahuila,6
2983,32.0,Medium,Male,96000.0,Other,1,Coahuila,9
2984,39.0,Medium,Male,97000.0,Construction,1,Coahuila,9
2985,43.0,Medium,Male,44000.0,Construction,0,Coahuila,5
2986,34.0,Medium,Male,60000.0,Retail,1,Coahuila,7
2987,36.0,Medium,Male,35000.0,Manufacturing,0,Coahuila,4
2988,36.0,Medium,Male,135000.0,Manufacturing,1,Coahuila,9
2989,44.0,Low,Male,5000.0,Retail,1,Coahuila,1
2990,35.0,Medium,Male,117000.0,Professional / Scientific,1,Coahuila,9
2991,51.0,Low,Male,74800.0,Manufacturing,1,Coahuila,8
2992,40.0,Medium,Male,36000.0,Retail,1,Coahuila,5
2993,36.0,Medium,Male,43000.0,Transportation,0,Coahuila,5
2994,44.0,Medium,Male,204000.0,Retail,1,Coahuila,10
2995,34.0,Medium,Male,48600.0,Manufacturing,0,Coahuila,6
2996,32.0,Low,Male,43200.0,Utilities,1,Coahuila,5
2997,42.0,Medium,Female,91000.0,Hospitality,1,Coahuila,8
2998,44.0,Medium,Male,72000.0,Other,0,Coahuila,8
2999,29.0,Medium,Male,38600.0,Retail,0,Coahuila,5
3000,54.0,Low,Male,31000.0,Other Services (Not Government),0,Coahuila,4
3001,45.0,Low,Female,30000.0,Manufacturing,0,Coahuila,4
3002,50.0,High,Male,214000.0,Health / Social Services,1,Coahuila,10
3003,54.0,Medium,Female,140600.0,Other,1,Coahuila,9
3004,35.0,Medium,Male,102000.0,Transportation,1,Coahuila,9
3005,60.0,Low,Female,40000.0,Other,1,Coahuila,5
3006,37.0,High,Male,66000.0,Retail,0,Coahuila,7
3007,45.0,Medium,Male,370000.0,Retail,1,Coahuila,10
3008,47.0,High,Male,72000.0,Other,0,Coahuila,8
3009,33.0,High,Male,179000.0,Utilities,1,Coahuila,10
3010,45.0,Medium,Male,27000.0,Other,0,Coahuila,3
3011,34.0,Medium,Male,36000.0,Transportation,1,Coahuila,5
3012,36.0,High,Male,60000.0,Manufacturing,1,Coahuila,7
3013,29.0,High,Male,50000.0,Other Services (Not Government),1,Coahuila,6
3014,30.0,Medium,Male,72000.0,Manufacturing,1,Coahuila,8
3015,30.0,Medium,Male,37215.61478289819,Manufacturing,1,Coahuila,5
3016,37.0,High,Male,48000.0,Other,1,Coahuila,6
3017,40.0,Medium,Male,3600.0,Retail,0,Coahuila,1
3018,34.0,Medium,Male,132000.0,Construction,1,Coahuila,9
3019,34.0,High,Male,110000.0,Manufacturing,1,Coahuila,9
3020,29.0,High,Male,60000.0,Manufacturing,1,Coahuila,7
3021,37.0,High,Male,300000.0,Government,1,Coahuila,10
3022,33.0,Medium,Male,60000.0,Other,1,Coahuila,7
3023,41.0,Medium,Male,110000.0,Education,1,Coahuila,9
3024,49.0,Low,Male,36000.0,Manufacturing,1,Coahuila,5
3025,43.0,Medium,Female,72000.0,Transportation,1,Coahuila,8
3026,40.0,High,Male,84000.0,Other,1,Coahuila,8
3027,58.0,Low,Male,32400.0,Other,1,Coahuila,4
3028,40.0,High,Male,72000.0,Transportation,1,Coahuila,8
3029,35.0,Medium,Female,84000.0,Other,0,Coahuila,8
3030,33.0,High,Male,120000.0,Manufacturing,0,Coahuila,9
3031,39.0,Medium,Male,48000.0,Manufacturing,1,Coahuila,6
3032,49.0,Low,Male,40000.0,Manufacturing,0,Coahuila,5
3033,31.0,Medium,Male,72000.0,Transportation,0,Coahuila,8
3034,32.0,Medium,Male,42000.0,Real Estate,0,Coahuila,5
3035,51.0,Medium,Male,60000.0,Government,1,Coahuila,7
3036,56.0,Medium,Male,48000.0,Government,0,Coahuila,6
3037,36.0,Medium,Male,84000.0,Manufacturing,1,Coahuila,8
3038,31.0,Medium,Male,48000.0,Government,1,Coahuila,6
3039,52.0,Low,Male,288000.0,Government,1,Coahuila,10
3040,53.0,Low,Male,73000.0,Manufacturing,0,Coahuila,8
3041,50.0,Medium,Male,30000.0,Construction,1,Coahuila,4
3042,57.0,High,Male,240000.0,Education,1,Coahuila,10
3043,38.0,Medium,Male,36000.0,Manufacturing,0,Coahuila,5
3044,49.0,High,Male,100400.0,Manufacturing,1,Coahuila,9
3045,62.0,Medium,Male,80800.0,Education,1,Coahuila,8
3046,47.0,Low,Male,36000.0,Other,1,Coahuila,5
3047,59.0,Medium,Female,120000.0,Other,0,Coahuila,9
3048,30.0,Medium,Male,25200.0,Retail,1,Coahuila,3
3049,42.0,Medium,Male,156800.0,Education,1,Coahuila,10
3050,32.0,Low,Male,24000.0,Construction,0,Coahuila,3
3051,41.0,Medium,Male,122000.0,Manufacturing,1,Coahuila,9
3052,52.0,Medium,Male,72000.0,Government,1,Coahuila,8
3053,61.0,Low,Male,48000.0,Retail,1,Coahuila,6
3054,59.0,High,Male,456000.0,Education,0,Coahuila,10
3055,63.0,Medium,Male,120000.0,Other,1,Coahuila,9
3056,42.0,Medium,Female,64200.0,Manufacturing,0,Coahuila,7
3057,41.0,Medium,Male,33600.0,Transportation,0,Coahuila,4
3058,43.0,High,Male,72000.0,Other,1,Coahuila,8
3059,61.0,Low,Male,14400.0,Retail,0,Coahuila,2
3060,46.0,High,Male,108000.0,Education,1,Coahuila,9
3061,51.0,Medium,Male,24000.0,Education,0,Coahuila,3
3062,62.0,Low,Male,24000.0,Construction,0,Coahuila,3
3063,47.0,Low,Female,33600.0,Manufacturing,1,Coahuila,4
3064,34.0,Low,Male,33000.0,Construction,0,Coahuila,4
3065,33.0,Low,Male,7500.0,Retail,1,Coahuila,1
3066,58.0,Low,Male,1500.0,Business Services,1,Coahuila,1
3067,40.0,High,Female,99500.0,Education,0,Coahuila,9
3068,57.0,Low,Male,24000.0,Retail,1,Coahuila,3
3069,38.0,Medium,Male,8000.0,Construction,1,Coahuila,1
3070,51.0,Medium,Male,27128.0,Other,1,Coahuila,3
3071,45.0,Medium,Female,2800.0,Manufacturing,1,Coahuila,1
3072,51.0,High,Male,7400.0,Other,1,Coahuila,1
3073,48.0,Low,Male,24000.0,Retail,0,Coahuila,3
3074,48.0,Low,Male,48000.0,Other,0,Coahuila,6
3075,28.0,Medium,Male,18000.0,Manufacturing,1,Coahuila,2
3076,41.0,Low,Female,12000.0,Other Services (Not Government),0,Coahuila,2
3077,45.0,Low,Female,72000.0,Agriculture,0,Coahuila,8
3078,52.0,Low,Male,48000.0,Construction,1,Coahuila,6
3079,34.0,Low,Male,72000.0,Retail,0,Coahuila,8
3080,42.0,Medium,Male,16000.0,Other,1,Coahuila,2
3081,26.0,Medium,Male,51000.0,Manufacturing,1,Coahuila,6
3082,57.0,Low,Male,158700.0,Government,1,Coahuila,10
3083,29.0,Medium,Male,48000.0,Other,0,Coahuila,6
3084,41.0,Medium,Female,81000.0,Other,0,Coahuila,8
3085,45.0,Low,Male,64000.0,Manufacturing,0,Coahuila,7
3086,52.0,Low,Female,40000.0,Manufacturing,1,Coahuila,5
3087,59.0,Low,Male,56000.0,Manufacturing,1,Coahuila,6
3088,36.0,Medium,Female,28000.0,Retail,0,Coahuila,3
3089,29.0,Medium,Male,42000.0,Construction,1,Coahuila,5
3090,46.0,Medium,Male,170000.0,Education,0,Coahuila,10
3091,33.0,High,Female,35000.0,Other,0,Coahuila,4
3092,27.0,Medium,Male,60000.0,Retail,1,Coahuila,7
3093,59.0,Low,Male,47000.0,Other,1,Coahuila,6
3094,29.0,Medium,Male,40000.0,Manufacturing,0,Coahuila,5
3095,53.0,High,Male,316000.0,Education,1,Coahuila,10
3096,41.0,Medium,Male,48000.0,Other,1,Coahuila,6
3097,28.0,Medium,Female,22000.0,Manufacturing,1,Coahuila,3
3098,48.0,Medium,Female,12000.0,Education,0,Coahuila,2
3099,32.0,Medium,Male,36000.0,Retail,1,Coahuila,5
3100,40.0,Medium,Male,26400.0,Mining,1,Coahuila,3
3101,52.0,High,Male,159000.0,Mining,1,Coahuila,10
3102,60.0,Low,Female,12000.0,Retail,1,Coahuila,2
3103,41.0,Low,Male,16156.0,Transportation,1,Coahuila,2
3104,33.0,Medium,Male,18000.0,Business Services,1,Coahuila,2
3105,33.0,Medium,Male,18000.0,Business Services,1,Coahuila,2
3106,33.0,Medium,Male,18000.0,Business Services,1,Coahuila,2
3107,48.0,Medium,Male,67200.0,Mining,1,Coahuila,7
3108,53.0,Low,Male,102927.77550176666,Mining,1,Coahuila,9
3109,37.0,Medium,Male,37960.0,Mining,0,Coahuila,5
3110,22.0,Medium,Male,36000.0,Manufacturing,1,Coahuila,5
3111,40.0,High,Male,190000.0,Mining,1,Coahuila,10
3112,60.0,Low,Male,60500.0,Education,0,Coahuila,7
3113,26.0,Medium,Male,79480.0,Mining,1,Coahuila,8
3114,41.0,Medium,Male,14440.0,Mining,1,Coahuila,2
3115,28.0,Medium,Male,80000.0,Mining,1,Coahuila,8
3116,60.0,Low,Male,38400.0,Agriculture,1,Coahuila,5
3117,38.0,Medium,Male,65000.0,Mining,1,Coahuila,7
3118,51.0,High,Male,50500.0,Retail,1,Coahuila,6
3119,33.0,Medium,Male,33120.0,Mining,0,Coahuila,4
3120,55.0,Medium,Male,148000.0,Education,0,Coahuila,9
3121,32.0,High,Male,184000.0,Health / Social Services,1,Coahuila,10
3122,45.0,Medium,Male,60720.0,Manufacturing,1,Coahuila,7
3123,27.0,Low,Male,39700.0,Mining,0,Coahuila,5
3124,54.0,Low,Male,25440.0,Mining,1,Coahuila,3
3125,41.0,Medium,Male,34800.0,Health / Social Services,0,Coahuila,4
3126,65.0,Low,Female,34000.0,Manufacturing,1,Coahuila,4
3127,31.0,Low,Male,80240.0,Health / Social Services,0,Coahuila,8
3128,46.0,Low,Male,13000.0,Construction,0,Coahuila,2
3129,43.0,Low,Female,21600.0,Hospitality,1,Coahuila,3
3130,51.0,Low,Male,48000.0,Construction,1,Coahuila,6
3131,48.0,Low,Male,72000.0,Construction,1,Coahuila,8
3132,39.0,Low,Male,36000.0,Construction,1,Coahuila,5
3133,55.0,Low,Male,97600.0,Agriculture,1,Coahuila,9
3134,45.0,Medium,Male,65280.0,Manufacturing,1,Coahuila,7
3135,47.0,High,Male,30000.0,Utilities,1,Coahuila,4
3136,40.0,Medium,Male,47000.0,Manufacturing,1,Coahuila,6
3137,57.0,Low,Male,23115.254558992725,Agriculture,0,Coahuila,3
3138,55.0,Low,Male,62400.0,Agriculture,1,Coahuila,7
3139,35.0,Low,Male,52800.0,Construction,1,Coahuila,6
3140,42.0,Low,Male,57000.0,Manufacturing,0,Coahuila,6
3141,50.0,Medium,Male,48000.0,Construction,1,Coahuila,6
3142,53.0,Low,Male,35000.0,Agriculture,0,Coahuila,4
3143,47.0,Low,Male,26782.58032861535,Construction,1,Coahuila,3
3144,48.0,Medium,Male,32000.0,Agriculture,1,Coahuila,4
3145,51.0,Low,Male,24487.71283060305,Construction,1,Coahuila,3
3146,36.0,Medium,Male,30000.0,Construction,1,Coahuila,4
3147,36.0,Low,Male,40000.0,Construction,1,Coahuila,5
3148,41.0,Medium,Male,91847.74832908872,Construction,1,Coahuila,8
3149,36.0,Medium,Male,42508.365857296594,Manufacturing,1,Coahuila,5
3150,43.0,Medium,Male,55200.0,Construction,1,Coahuila,6
3151,33.0,Medium,Male,48000.0,Construction,0,Coahuila,6
3152,34.0,Medium,Male,183000.0,Construction,0,Coahuila,10
3153,41.0,Medium,Male,7000.0,Construction,1,Coahuila,1
3154,44.0,Low,Male,59200.0,Other Services (Not Government),0,Coahuila,7
3155,51.0,Low,Male,53400.0,Manufacturing,1,Coahuila,6
3156,55.0,Low,Male,72000.0,Construction,0,Coahuila,8
3157,28.0,Medium,Female,2400.0,Other Services (Not Government),1,Coahuila,1
3158,55.0,Low,Male,44400.0,Other,1,Coahuila,5
3159,36.0,Medium,Male,43200.0,Other Services (Not Government),0,Coahuila,5
3160,60.0,Low,Female,37000.0,Manufacturing,1,Coahuila,5
3161,37.0,Low,Male,39400.0,Professional / Scientific,1,Coahuila,5
3162,53.0,Low,Male,24000.0,Agriculture,1,Coahuila,3
3163,59.0,Low,Male,115200.0,Construction,1,Coahuila,9
3164,36.0,Low,Male,36400.0,Agriculture,1,Coahuila,5
3165,34.0,Medium,Male,98000.0,Health / Social Services,1,Coahuila,9
3166,36.0,Low,Female,94800.0,Other Services (Not Government),1,Coahuila,8
3167,36.0,Low,Female,94800.0,Other Services (Not Government),1,Coahuila,8
3168,36.0,Low,Female,94800.0,Other Services (Not Government),1,Coahuila,8
3169,55.0,Low,Male,48450.0,Construction,1,Coahuila,6
3170,31.0,Low,Male,36000.0,Retail,1,Coahuila,5
3171,47.0,Low,Male,38400.0,Construction,1,Coahuila,5
3172,50.0,Low,Male,96000.0,Agriculture,1,Coahuila,9
3173,24.0,Medium,Female,16000.0,Retail,0,Coahuila,2
3174,47.0,Medium,Female,59700.0,Agriculture,1,Coahuila,7
3175,43.0,Medium,Male,50000.0,Education,1,Coahuila,6
3176,60.0,Low,Male,38600.0,Manufacturing,1,Coahuila,5
3177,43.0,Low,Female,40032.0,Agriculture,1,Coahuila,5
3178,65.0,Low,Male,76800.0,Manufacturing,1,Coahuila,8
3179,35.0,Low,Male,29000.0,Agriculture,1,Coahuila,4
3180,44.0,Medium,Male,85000.0,Education,1,Coahuila,8
3181,48.0,Low,Female,50600.0,Manufacturing,0,Coahuila,6
